1,Thu Aug 19 21:54:38 2021,125094,car,2,4856,PC7C042B7,0,1
5249.0,Sun Aug  1 00:47:27 2021,5178273.0,CAR,2.0,4215.0,PC4C76F48,PTE,VC965
5250.0,Sun Aug 22 13:20:54 2021,7940221.0,TRUCK,4.0,4990.0,PCFE28E92,PTC,VC965
5251.0,Fri Aug 13 20:36:47 2021,6969663.0,TRUCK,4.0,4184.0,PC43A5E42,PTC,VCB43
5252.0,Sat Aug 14 18:19:35 2021,4871406.0,VAN,2.0,4692.0,PC1CDFCF6,PTC,VCB43
5253.0,Wed Aug  4 15:39:59 2021,3646964.0,CAR,2.0,4367.0,PC8D90EF0,PTE,VCD2F
5254.0,Thu Aug  5 06:16:30 2021,6336032.0,TRUCK,4.0,4117.0,PCEB6517A,PTP,VC965
5255.0,Sat Jul 31 04:08:35 2021,8805092.0,CAR,2.0,4054.0,PC7E79FA0,PTC,VCB43
5256.0,Tue Aug 17 08:46:35 2021,4335142.0,CAR,2.0,4879.0,PCC90A061,PTE,VC965
5257.0,Sat Jul 31 07:41:17 2021,3197452.0,CAR,2.0,4513.0,PC52F533C,PTP,VC965
5258.0,Fri Aug 13 14:39:17 2021,7289454.0,CAR,2.0,4652.0,PC74A3585,PTC,VC965
5259.0,Mon Aug  2 01:03:42 2021,9492377.0,CAR,2.0,4473.0,PC51FDD60,PTE,VC965
5260.0,Sun Aug  8 08:35:19 2021,1091669.0,CAR,2.0,4451.0,PCF95BF53,PTE,VC965
5261.0,Sat Aug  7 05:08:08 2021,6205495.0,CAR,2.0,4247.0,PCEE69498,PTP,VC965
5262.0,Thu Aug  5 16:54:54 2021,3811784.0,CAR,2.0,4480.0,PC9A343F9,PTC,VC965
5263.0,Wed Aug  4 16:58:34 2021,3790647.0,CAR,2.0,4783.0,PC9889263,PTC,VC965
5264.0,Tue Aug 10 19:45:55 2021,8224961.0,TRUCK,4.0,4496.0,PC3FD65C8,PTP,VC965
5265.0,Tue Aug  3 00:19:47 2021,8295250.0,CAR,2.0,4160.0,PC6DC0ACF,PTP,VCB43
5266.0,Thu Aug 19 22:25:28 2021,5069961.0,CAR,2.0,4680.0,PCC422F4D,PTC,VC965
5267.0,Thu Aug 12 15:35:52 2021,9193995.0,TRUCK,4.0,4731.0,PCFFC2992,PTE,VC965
5268.0,Fri Aug 13 19:15:20 2021,8458593.0,CAR,2.0,4525.0,PCF64B519,PTE,VCB43
5269.0,Fri Jul 30 06:56:03 2021,4820830.0,TRUCK,4.0,4144.0,PCAC7E4C1,PTE,VC965
5270.0,Fri Jul 30 17:28:48 2021,8907404.0,CAR,2.0,4918.0,PC8F8E598,PTP,VCB43
5271.0,Mon Aug 16 14:13:04 2021,9699900.0,VAN,2.0,4671.0,PCCAAFB48,PTC,VC965
5272.0,Sun Aug 15 21:45:27 2021,5382149.0,CAR,2.0,4601.0,PCC932802,PTP,VCD2F
5273.0,Mon Aug  2 11:22:10 2021,5555474.0,CAR,2.0,4283.0,PC953B572,PTE,VC965
5274.0,Sat Aug  7 22:54:05 2021,5260250.0,VAN,2.0,4843.0,PC400DFFE,PTC,VC965
5275.0,Wed Aug 11 22:44:33 2021,134116.0,CAR,2.0,4231.0,PC016D687,PTE,VCD2F
5276.0,Sun Aug  8 22:08:05 2021,6381831.0,CAR,2.0,4198.0,PCB0994D1,PTP,VC965
5277.0,Sun Aug  8 14:02:28 2021,5314863.0,TRUCK,4.0,4378.0,PC074E6A8,PTC,VC965
5278.0,Tue Aug 10 21:30:40 2021,1337867.0,CAR,2.0,4322.0,PC262D624,PTP,VCB43
5279.0,Thu Aug  5 02:14:56 2021,4455367.0,CAR,2.0,4062.0,PCDA37101,PTE,VC965
5280.0,Thu Aug 19 16:44:58 2021,2274715.0,CAR,2.0,4359.0,PCB27CFF1,PTE,VC965
5281.0,Mon Aug  2 23:15:17 2021,392152.0,CAR,2.0,4124.0,PC3338D42,PTC,VC965
5282.0,Fri Jul 30 15:50:37 2021,1707828.0,CAR,2.0,4071.0,PCDBBCB68,PTE,VC965
5283.0,Tue Aug  3 05:28:21 2021,3547842.0,CAR,2.0,4640.0,PCC993FB3,PTP,VC965
5284.0,Wed Aug 18 00:33:25 2021,4839267.0,VAN,2.0,4489.0,PCEFF6088,PTE,VC965
5285.0,Mon Aug  9 22:57:00 2021,7313231.0,CAR,2.0,4262.0,PCCB12F8C,PTC,VCD2F
5286.0,Wed Aug  4 21:28:26 2021,9180727.0,CAR,2.0,4333.0,PCCCAD2AC,PTC,VC965
5287.0,Tue Aug 10 04:17:57 2021,9186689.0,CAR,2.0,4355.0,PC0EF761B,PTP,VC965
5288.0,Fri Aug 20 15:52:00 2021,5700151.0,CAR,2.0,4188.0,PCDB12C82,PTE,VC965
5289.0,Wed Aug 11 04:22:19 2021,8593632.0,VAN,2.0,4984.0,PCBABF130,PTP,VC965
5290.0,Sat Aug 21 04:01:51 2021,8895138.0,CAR,2.0,4054.0,PC7E79FA0,PTE,VCD2F
5291.0,Fri Aug  6 08:33:25 2021,2031598.0,CAR,2.0,4064.0,PC0B32B5B,PTP,VC965
5292.0,Fri Aug 20 21:04:54 2021,4523860.0,CAR,2.0,4937.0,PCD30D908,PTP,VC965
5293.0,Wed Aug 11 21:00:20 2021,764501.0,CAR,2.0,4364.0,PCB33ACE8,PTE,VC965
5294.0,Thu Aug  5 11:24:17 2021,3763202.0,VAN,2.0,4928.0,PC16E79D4,PTP,VC965
5295.0,Tue Aug 17 19:41:04 2021,7347087.0,CAR,2.0,4105.0,PC43919D1,PTE,VCD2F
5296.0,Sat Aug 14 16:06:07 2021,7512115.0,CAR,2.0,4329.0,PCF9CCB5A,PTC,VC965
5297.0,Thu Aug 19 03:48:12 2021,8799707.0,CAR,2.0,4709.0,PCC8C7059,PTC,VC965
5298.0,Wed Aug  4 09:48:13 2021,703619.0,VAN,2.0,4556.0,PC18C31F6,PTC,VC965
5299.0,Wed Aug 18 20:46:33 2021,7877080.0,CAR,2.0,4127.0,PCA2D76A5,PTC,VCD2F
5300.0,Tue Aug 17 06:44:31 2021,8323022.0,CAR,2.0,4605.0,PCEB27C63,PTP,VC965
5301.0,Sun Aug 15 05:15:49 2021,3270542.0,CAR,2.0,4216.0,PC53B475D,PTE,VC965
5302.0,Tue Aug 10 05:45:22 2021,977603.0,VAN,2.0,4379.0,PC87C8BC4,PTE,VC965
5303.0,Thu Aug 19 12:03:23 2021,3518064.0,CAR,2.0,4881.0,PCDE20E6F,PTP,VCD2F
5304.0,Mon Aug  9 09:32:02 2021,1767926.0,CAR,2.0,4954.0,PCA276EBB,PTC,VC965
5305.0,Tue Aug 17 18:09:36 2021,9258951.0,CAR,2.0,4585.0,PCF3AE602,PTP,VC965
5306.0,Wed Aug 18 18:17:51 2021,1358745.0,CAR,2.0,4339.0,PCDE1D204,PTE,VC965
5307.0,Sat Aug 14 20:32:06 2021,5920039.0,CAR,2.0,4621.0,PC9FB4E82,PTC,VC965
5308.0,Sat Aug  7 04:59:08 2021,3858005.0,CAR,2.0,4444.0,PC4D84BFC,PTC,VC965
5309.0,Fri Aug  6 04:30:00 2021,5155124.0,CAR,2.0,4053.0,PC5F1CD83,PTE,VC965
5310.0,Mon Aug  2 21:25:20 2021,2906667.0,CAR,2.0,4937.0,PCD30D908,PTC,VC965
5311.0,Sat Aug 21 00:20:43 2021,2197892.0,CAR,2.0,4626.0,PC93E7766,PTP,VC965
5312.0,Mon Aug 16 06:22:34 2021,6105245.0,CAR,2.0,4247.0,PCEE69498,PTC,VC965
5313.0,Thu Jul 29 20:16:54 2021,8201342.0,CAR,2.0,4926.0,PCCBCFEDE,PTE,VC965
5314.0,Sat Aug 21 12:31:54 2021,3994166.0,CAR,2.0,4099.0,PC97F19B1,PTP,VC965
5315.0,Tue Aug 17 16:58:14 2021,6961908.0,CAR,2.0,4101.0,PCCC8F243,PTE,VC965
5316.0,Tue Aug 17 01:29:30 2021,5083000.0,TRUCK,4.0,4854.0,PCB6F1968,PTC,VC965
5317.0,Mon Aug  2 14:22:34 2021,1287613.0,TRUCK,4.0,4042.0,PC5D4DE09,PTC,VCB43
5318.0,Wed Aug  4 21:42:58 2021,8724744.0,TRUCK,4.0,4242.0,PCECC4DE2,PTP,VCB43
5319.0,Fri Aug 13 22:30:55 2021,536140.0,TRUCK,4.0,4122.0,PC8ED616E,PTE,VCB43
5320.0,Wed Aug 11 19:22:21 2021,3568830.0,CAR,2.0,4624.0,PCDF73A3C,PTE,VCB43
5321.0,Sat Aug 21 16:27:36 2021,2343254.0,CAR,2.0,4075.0,PC2125618,PTC,VC965
5322.0,Fri Aug  6 22:43:06 2021,9689051.0,CAR,2.0,4218.0,PC8DF4919,PTP,VC965
5323.0,Mon Aug  2 04:41:34 2021,8146085.0,CAR,2.0,4828.0,PCF712D1A,PTP,VC965
5324.0,Thu Aug  5 13:03:13 2021,5444400.0,CAR,2.0,4456.0,PC8DFF744,PTE,VC965
5325.0,Tue Aug 10 10:53:47 2021,5221097.0,TRUCK,4.0,4508.0,PC385C6E7,PTC,VC965
5326.0,Wed Aug 11 13:10:33 2021,4920784.0,CAR,2.0,4729.0,PC5170BF4,PTP,VCB43
5327.0,Sun Aug  8 21:22:41 2021,8938039.0,CAR,2.0,4148.0,PCDFBBEBB,PTE,VC965
5328.0,Thu Aug  5 06:24:29 2021,4633228.0,CAR,2.0,4877.0,PC155D90A,PTP,VC965
5329.0,Thu Aug 12 21:35:56 2021,5173034.0,TRUCK,4.0,4053.0,PC5F1CD83,PTE,VC965
5330.0,Sat Jul 31 00:24:28 2021,6470540.0,CAR,2.0,4271.0,PC28E44E2,PTC,VCB43
5331.0,Wed Aug 11 00:12:58 2021,1448972.0,VAN,2.0,4415.0,PC5E202FC,PTE,VC965
5332.0,Wed Aug 11 11:48:09 2021,3774811.0,TRUCK,4.0,4217.0,PC6E8D0F9,PTC,VCD2F
5333.0,Mon Aug  9 20:39:58 2021,1570000.0,TRUCK,4.0,4420.0,PCFDB2950,PTE,VCB43
5334.0,Tue Aug  3 13:28:34 2021,7324264.0,CAR,2.0,4978.0,PCF0B5E85,PTC,VCB43
5335.0,Thu Aug 19 17:01:21 2021,569060.0,TRUCK,4.0,4964.0,PC52C0F45,PTE,VC965
5336.0,Tue Aug 10 19:30:17 2021,8211477.0,CAR,2.0,4497.0,PC76FDDEA,PTE,VCB43
5337.0,Tue Aug  3 07:17:08 2021,8516497.0,CAR,2.0,4002.0,PCED7D2DE,PTE,VC965
5338.0,Sat Aug 14 06:01:04 2021,2704108.0,TRUCK,4.0,4039.0,PC73BE1E2,PTC,VC965
5339.0,Sun Aug  1 10:13:20 2021,6951824.0,CAR,2.0,4518.0,PCC7B407A,PTE,VCB43
5340.0,Sun Aug 15 05:41:38 2021,3573269.0,CAR,2.0,4151.0,PC0AB2B55,PTE,VC965
5341.0,Mon Aug 16 23:25:32 2021,3291791.0,CAR,2.0,4450.0,PC0B2B03E,PTP,VC965
5342.0,Fri Aug 13 10:27:01 2021,6845343.0,TRUCK,4.0,4273.0,PC0EF5BA6,PTC,VC965
5343.0,Tue Aug 17 09:23:55 2021,8177852.0,CAR,2.0,4777.0,PCB1132AC,PTC,VCB43
5344.0,Tue Aug  3 21:38:41 2021,5318422.0,TRUCK,4.0,4269.0,PCC7106FF,PTP,VC965
5345.0,Tue Aug  3 07:08:38 2021,2928113.0,CAR,2.0,4772.0,PC7368097,PTP,VCB43
5346.0,Tue Aug 17 21:14:39 2021,82256.0,CAR,2.0,4092.0,PC40C2E00,PTE,VC965
5347.0,Sun Aug  1 13:34:39 2021,7285141.0,CAR,2.0,4283.0,PC953B572,PTE,VC965
5348.0,Thu Aug  5 08:19:59 2021,9988364.0,CAR,2.0,4711.0,PC340B4DE,PTP,VC965
5349.0,Wed Aug 18 17:20:03 2021,4855435.0,VAN,2.0,4776.0,PC6906524,PTP,VC965
5350.0,Thu Aug 19 15:38:03 2021,5995963.0,CAR,2.0,4835.0,PC4645718,PTP,VCD2F
5351.0,Fri Aug 13 03:51:24 2021,2129205.0,CAR,2.0,4952.0,PC64CF233,PTE,VC965
5352.0,Fri Jul 30 18:33:03 2021,997529.0,CAR,2.0,4065.0,PC3B514E2,PTE,VC965
5353.0,Sat Aug  7 05:43:53 2021,108387.0,VAN,2.0,4324.0,PC9C3D708,PTC,VC965
5354.0,Tue Aug 10 15:26:59 2021,7021072.0,CAR,2.0,4960.0,PC6A1BCA4,PTP,VCD2F
5355.0,Tue Aug 10 10:48:37 2021,2550288.0,CAR,2.0,4422.0,PCF514246,PTP,VC965
5356.0,Tue Aug 17 19:56:59 2021,7340345.0,CAR,2.0,4409.0,PC44E2F09,PTP,VC965
5357.0,Mon Aug  9 02:32:35 2021,1374895.0,VAN,2.0,4960.0,PC6A1BCA4,PTE,VC965
5358.0,Sun Aug  8 08:17:58 2021,2715580.0,VAN,2.0,4920.0,PC42A3AB0,PTE,VCD2F
5359.0,Sun Aug  1 20:51:28 2021,6056522.0,CAR,2.0,4039.0,PC73BE1E2,PTP,VCD2F
5360.0,Sun Aug  1 15:01:07 2021,6954728.0,CAR,2.0,4788.0,PC00AE965,PTE,VC965
5361.0,Fri Jul 30 03:28:26 2021,6784265.0,VAN,2.0,4687.0,PC52E7369,PTE,VC965
5362.0,Sat Aug  7 07:15:33 2021,4518878.0,CAR,2.0,4195.0,PC308070B,PTC,VCD2F
5363.0,Mon Aug  2 02:07:07 2021,7984951.0,CAR,2.0,4311.0,PC7F02ED3,PTC,VC965
5364.0,Sat Aug 21 08:35:14 2021,5972746.0,VAN,2.0,4990.0,PCFE28E92,PTC,VC965
5365.0,Wed Aug 11 07:28:21 2021,4697289.0,CAR,2.0,4476.0,PC439FA2D,PTE,VCD2F
5366.0,Thu Aug 19 23:15:12 2021,5951386.0,CAR,2.0,4917.0,PCD8C66B1,PTE,VC965
5367.0,Thu Aug 12 03:57:53 2021,2001101.0,CAR,2.0,4255.0,PCB7E7138,PTE,VC965
5368.0,Sat Jul 31 02:49:27 2021,6347367.0,CAR,2.0,4579.0,PC926F0A9,PTP,VC965
5369.0,Sun Aug 22 13:30:06 2021,7777270.0,CAR,2.0,4423.0,PCF9F4940,PTC,VC965
5370.0,Sun Aug  8 00:03:54 2021,7722064.0,CAR,2.0,4844.0,PCC48E3A8,PTC,VC965
5371.0,Sun Aug  1 18:29:25 2021,482747.0,TRUCK,4.0,4834.0,PCB228987,PTE,VC965
5372.0,Wed Aug 18 03:29:31 2021,6746302.0,CAR,2.0,4474.0,PCFEAE55E,PTC,VCB43
5373.0,Thu Aug 12 21:39:54 2021,50872.0,CAR,2.0,4957.0,PC8DFFE65,PTC,VC965
5374.0,Sat Aug 21 02:38:34 2021,1419013.0,TRUCK,4.0,4664.0,PC52D063A,PTC,VC965
5375.0,Thu Aug 12 14:47:30 2021,9912911.0,CAR,2.0,4053.0,PC5F1CD83,PTE,VCB43
5376.0,Sun Aug  1 13:52:03 2021,9823816.0,CAR,2.0,4372.0,PC1E0F3B6,PTE,VC965
5377.0,Fri Aug 20 14:20:19 2021,6995512.0,CAR,2.0,4298.0,PC3E474F6,PTE,VC965
5378.0,Sat Aug 21 12:39:45 2021,3857104.0,CAR,2.0,4408.0,PC3B3BE8F,PTE,VC965
5379.0,Wed Aug 11 23:22:13 2021,5857374.0,VAN,2.0,4054.0,PC7E79FA0,PTP,VC965
5380.0,Sat Aug  7 13:38:21 2021,9947026.0,TRUCK,4.0,4564.0,PC29D136F,PTP,VCD2F
5381.0,Sun Aug 22 05:55:23 2021,4151756.0,TRUCK,4.0,4805.0,PC1A161AA,PTP,VCB43
5382.0,Sun Aug 15 02:24:43 2021,2461559.0,TRUCK,4.0,4151.0,PC0AB2B55,PTC,VCB43
5383.0,Thu Aug 12 06:30:58 2021,6362631.0,VAN,2.0,4060.0,PC481C9F9,PTC,VCB43
5384.0,Sun Aug  8 21:50:30 2021,112930.0,CAR,2.0,4456.0,PC8DFF744,PTP,VCD2F
5385.0,Mon Aug  9 02:41:19 2021,7610174.0,CAR,2.0,4459.0,PCD9CAD56,PTC,VC965
5386.0,Tue Aug 10 19:06:25 2021,8915157.0,CAR,2.0,4809.0,PCAD363FC,PTC,VC965
5387.0,Thu Aug 12 03:51:07 2021,103876.0,CAR,2.0,4117.0,PCEB6517A,PTC,VC965
5388.0,Wed Aug 11 22:52:08 2021,7641676.0,TRUCK,4.0,4060.0,PC481C9F9,PTC,VC965
5389.0,Sat Aug 21 06:47:15 2021,9574193.0,VAN,2.0,4650.0,PC544AE70,PTC,VCB43
5390.0,Sun Aug  1 10:16:31 2021,4625092.0,CAR,2.0,4127.0,PCA2D76A5,PTP,VCD2F
5391.0,Fri Aug 20 04:20:47 2021,6629260.0,CAR,2.0,4812.0,PC22D9C6D,PTP,VC965
5392.0,Wed Aug 11 14:42:36 2021,2237347.0,TRUCK,4.0,4941.0,PCA6403C1,PTE,VC965
5393.0,Sat Jul 31 20:48:41 2021,1862322.0,TRUCK,4.0,4784.0,PCDB42B34,PTE,VCB43
5394.0,Wed Aug 18 11:16:15 2021,9968624.0,CAR,2.0,4906.0,PC3D58C5E,PTC,VCB43
5395.0,Mon Aug 16 12:17:30 2021,9538946.0,VAN,2.0,4354.0,PC0671DD4,PTC,VC965
5396.0,Sat Aug 21 23:22:32 2021,7288239.0,CAR,2.0,4744.0,PC78EF0B5,PTE,VCD2F
5397.0,Sun Aug 22 18:02:28 2021,2041550.0,CAR,2.0,4617.0,PC7758F89,PTP,VC965
5398.0,Thu Aug 19 13:51:27 2021,581557.0,TRUCK,4.0,4852.0,PC68969FB,PTE,VC965
5399.0,Sat Aug  7 12:51:08 2021,9501632.0,TRUCK,4.0,4140.0,PC5D4821F,PTC,VCB43
5400.0,Wed Aug  4 07:44:20 2021,5432057.0,CAR,2.0,4079.0,PCF1366ED,PTE,VCB43
5401.0,Wed Aug 18 06:27:21 2021,3546562.0,TRUCK,4.0,4239.0,PCA185B1A,PTC,VC965
5402.0,Mon Aug 16 13:30:38 2021,2147157.0,CAR,2.0,4202.0,PC65AA714,PTP,VCB43
5403.0,Thu Jul 29 22:10:31 2021,8355099.0,TRUCK,4.0,4479.0,PCCA36E4D,PTE,VC965
5404.0,Wed Aug  4 09:28:13 2021,2707940.0,CAR,2.0,5001.0,PC264C595,PTC,VCB43
5405.0,Tue Aug 17 14:46:17 2021,4743133.0,TRUCK,4.0,4911.0,PCBEF8EE1,PTE,VC965
5406.0,Tue Aug  3 11:47:10 2021,3137393.0,CAR,2.0,4004.0,PCB278A8B,PTE,VCB43
5407.0,Wed Aug 11 14:21:31 2021,5545497.0,TRUCK,4.0,4898.0,PC0AE9E1B,PTE,VC965
5408.0,Thu Aug  5 05:37:21 2021,6927601.0,VAN,2.0,4872.0,PC5B45CE7,PTP,VCB43
5409.0,Sun Aug 15 06:06:20 2021,3996259.0,VAN,2.0,4741.0,PC85A4D4B,PTC,VCD2F
5410.0,Thu Aug  5 01:53:27 2021,2396233.0,CAR,2.0,4744.0,PC78EF0B5,PTP,VCD2F
5411.0,Sat Aug 14 12:01:13 2021,2716365.0,CAR,2.0,4003.0,PC83F544D,PTC,VC965
5412.0,Thu Aug 12 21:41:28 2021,92132.0,CAR,2.0,4598.0,PC5526A36,PTP,VC965
5413.0,Mon Aug  9 12:29:31 2021,8648554.0,TRUCK,4.0,4774.0,PCEBE834B,PTP,VC965
5414.0,Tue Aug  3 09:34:28 2021,2482590.0,VAN,2.0,4179.0,PC5738A82,PTE,VCB43
5415.0,Sat Jul 31 02:55:59 2021,1938092.0,CAR,2.0,4093.0,PC951FE7E,PTC,VCD2F
5416.0,Mon Aug  2 19:25:22 2021,6030952.0,CAR,2.0,4872.0,PC5B45CE7,PTC,VC965
5417.0,Fri Aug 13 14:22:40 2021,6034700.0,TRUCK,4.0,4804.0,PC68484C6,PTC,VC965
5418.0,Wed Aug 18 17:29:43 2021,9034648.0,CAR,2.0,4233.0,PC57279D0,PTE,VCB43
5419.0,Fri Aug  6 00:02:08 2021,6124034.0,CAR,2.0,4753.0,PC6AA246E,PTE,VC965
5420.0,Sat Aug  7 08:31:43 2021,2830217.0,CAR,2.0,4861.0,PC670F1AC,PTP,VC965
5421.0,Sat Aug 14 05:36:35 2021,4844188.0,TRUCK,4.0,4860.0,PCF4A2DA9,PTE,VC965
5422.0,Fri Aug  6 21:35:08 2021,3949258.0,VAN,2.0,4400.0,PC3BD7D63,PTE,VCB43
5423.0,Fri Aug 13 10:26:08 2021,1436888.0,CAR,2.0,4205.0,PC85DD257,PTC,VCD2F
5424.0,Tue Aug 17 13:56:18 2021,3443044.0,TRUCK,4.0,4079.0,PCF1366ED,PTP,VC965
5425.0,Sat Jul 31 03:07:51 2021,1329351.0,TRUCK,4.0,4995.0,PCBE6ABE5,PTC,VCB43
5426.0,Fri Jul 30 09:20:11 2021,1378797.0,CAR,2.0,4433.0,PC1DEB043,PTP,VCB43
5427.0,Tue Aug 17 01:32:22 2021,2430585.0,CAR,2.0,4611.0,PC2EBEAB9,PTE,VC965
5428.0,Thu Aug 12 12:24:35 2021,5694484.0,CAR,2.0,4612.0,PC871C1FC,PTP,VC965
5429.0,Tue Aug  3 14:49:00 2021,314361.0,CAR,2.0,4825.0,PC8B8C482,PTP,VC965
5430.0,Fri Aug 20 22:51:52 2021,9852761.0,CAR,2.0,4688.0,PCCB4C86D,PTE,VC965
5431.0,Fri Aug 13 17:03:50 2021,1341996.0,CAR,2.0,4928.0,PC16E79D4,PTC,VC965
5432.0,Thu Aug 12 10:06:10 2021,8029750.0,TRUCK,4.0,4711.0,PC340B4DE,PTE,VC965
5433.0,Sun Aug 15 01:59:26 2021,3069557.0,TRUCK,4.0,4275.0,PC1DA31F7,PTC,VCB43
5434.0,Mon Aug  9 22:36:20 2021,8134289.0,CAR,2.0,4452.0,PC8C7C5D7,PTE,VCB43
5435.0,Sun Aug  8 15:07:41 2021,564173.0,CAR,2.0,4868.0,PC647292C,PTP,VC965
5436.0,Sat Jul 31 21:00:44 2021,2880414.0,CAR,2.0,4949.0,PC86E9EB7,PTE,VC965
5437.0,Wed Aug 11 22:00:18 2021,7747516.0,CAR,2.0,4225.0,PCC1ED0C5,PTP,VC965
5438.0,Mon Aug 16 19:12:12 2021,2316914.0,CAR,2.0,4780.0,PC0A717C4,PTP,VC965
5439.0,Sun Aug 22 13:42:21 2021,4799490.0,CAR,2.0,4788.0,PC00AE965,PTE,VC965
5440.0,Wed Aug  4 03:48:41 2021,3137041.0,VAN,2.0,4047.0,PC6D105CF,PTP,VC965
5441.0,Sun Aug  1 06:02:35 2021,6340965.0,CAR,2.0,4121.0,PCEC57A8E,PTE,VCD2F
5442.0,Fri Jul 30 14:24:41 2021,8577160.0,TRUCK,4.0,4703.0,PC395ADCB,PTP,VC965
5443.0,Thu Jul 29 16:54:52 2021,8725412.0,CAR,2.0,4124.0,PC3338D42,PTP,VCB43
5444.0,Thu Aug  5 01:35:29 2021,2404535.0,VAN,2.0,4613.0,PCEBBFFB5,PTE,VC965
5445.0,Sat Aug 14 05:01:47 2021,4786021.0,VAN,2.0,4537.0,PC10C700F,PTE,VCD2F
5446.0,Sun Aug  1 05:50:31 2021,7148781.0,VAN,2.0,4908.0,PC3D16FC5,PTP,VCD2F
5447.0,Sun Aug 15 12:14:37 2021,5909986.0,CAR,2.0,4993.0,PC0F0AB4E,PTC,VCD2F
5448.0,Mon Aug  2 12:47:37 2021,754813.0,TRUCK,4.0,4024.0,PC91E3A87,PTE,VC965
5449.0,Thu Jul 29 15:08:48 2021,1218454.0,CAR,2.0,4062.0,PCDA37101,PTP,VCB43
5450.0,Fri Jul 30 01:57:24 2021,1459177.0,VAN,2.0,4497.0,PC76FDDEA,PTP,VC965
5451.0,Thu Jul 29 23:25:13 2021,3311920.0,CAR,2.0,4722.0,PC035B71E,PTP,VCD2F
5452.0,Sat Aug 21 07:10:17 2021,2108901.0,CAR,2.0,4245.0,PC6594AD4,PTE,VC965
5453.0,Sun Aug  1 06:07:49 2021,6927332.0,VAN,2.0,4713.0,PCD4A1214,PTE,VC965
5454.0,Mon Aug  2 00:21:00 2021,8728026.0,VAN,2.0,4894.0,PCDADB8C6,PTC,VCD2F
5455.0,Sun Aug  8 00:37:13 2021,5731034.0,CAR,2.0,4013.0,PCE5BA2CE,PTC,VCD2F
5456.0,Fri Aug  6 17:50:10 2021,9444706.0,CAR,2.0,4588.0,PC3172195,PTE,VC965
5457.0,Sun Aug  8 04:44:35 2021,4433393.0,VAN,2.0,4769.0,PC10C50DC,PTE,VC965
5458.0,Tue Aug 17 20:21:10 2021,1488490.0,TRUCK,4.0,4309.0,PC5E92F61,PTC,VCD2F
5459.0,Sun Aug  8 01:33:12 2021,6931818.0,CAR,2.0,4711.0,PC340B4DE,PTC,VCB43
5460.0,Thu Aug  5 17:27:19 2021,2613646.0,CAR,2.0,4469.0,PC120EEFD,PTP,VC965
5461.0,Fri Aug  6 14:22:21 2021,4569893.0,VAN,2.0,4219.0,PC40E6113,PTE,VC965
5462.0,Sat Jul 31 19:02:10 2021,2798614.0,TRUCK,4.0,4606.0,PC0C535B6,PTP,VCD2F
5463.0,Thu Aug  5 07:26:09 2021,4266679.0,CAR,2.0,4044.0,PC3546931,PTE,VCB43
5464.0,Mon Aug  2 01:22:13 2021,9464981.0,CAR,2.0,4650.0,PC544AE70,PTP,VC965
5465.0,Fri Jul 30 23:15:58 2021,3548648.0,CAR,2.0,4659.0,PC5549650,PTP,VC965
5466.0,Fri Aug  6 06:49:14 2021,883884.0,TRUCK,4.0,4885.0,PC5083F35,PTP,VC965
5467.0,Wed Aug 18 06:12:59 2021,5930271.0,CAR,2.0,4268.0,PC6CC51DA,PTC,VCB43
5468.0,Sun Aug  8 18:52:01 2021,9189382.0,CAR,2.0,4181.0,PC4457F74,PTP,VC965
5469.0,Sun Aug 22 04:44:32 2021,8479319.0,TRUCK,4.0,4184.0,PC43A5E42,PTP,VC965
5470.0,Sat Aug  7 02:11:08 2021,6290477.0,CAR,2.0,4558.0,PC575F591,PTE,VCB43
5471.0,Tue Aug  3 20:24:45 2021,7794110.0,TRUCK,4.0,4946.0,PCCF18BAF,PTP,VC965
5472.0,Mon Aug  9 14:34:37 2021,2564064.0,VAN,2.0,4534.0,PCAD9E1F9,PTP,VCB43
5473.0,Thu Aug 19 01:32:21 2021,2754498.0,CAR,2.0,4694.0,PCBCF42C2,PTC,VCD2F
5474.0,Wed Aug  4 19:18:54 2021,1463193.0,CAR,2.0,4510.0,PC652EEF2,PTP,VC965
5475.0,Thu Aug 12 17:24:22 2021,800701.0,CAR,2.0,4352.0,PC99B9343,PTE,VC965
5476.0,Sat Aug 14 04:35:56 2021,3901372.0,CAR,2.0,4309.0,PC5E92F61,PTC,VC965
5477.0,Sat Jul 31 07:30:56 2021,9145876.0,TRUCK,4.0,4134.0,PC767BBB2,PTC,VC965
5478.0,Fri Aug  6 15:53:25 2021,2842464.0,CAR,2.0,4972.0,PCC51AD39,PTP,VCB43
5479.0,Sun Aug 22 17:37:43 2021,6029248.0,TRUCK,4.0,4063.0,PC7667A3E,PTC,VC965
5480.0,Sun Aug 22 14:57:24 2021,367717.0,CAR,2.0,4433.0,PC1DEB043,PTP,VCB43
5481.0,Wed Aug 18 03:56:58 2021,9286413.0,CAR,2.0,4575.0,PC84D9FC1,PTE,VC965
5482.0,Tue Aug 10 08:38:49 2021,1530901.0,TRUCK,4.0,4863.0,PCA8F9E50,PTE,VC965
5483.0,Thu Aug 12 04:50:40 2021,4057068.0,CAR,2.0,4614.0,PC08910B7,PTP,VCB43
5484.0,Wed Aug 18 05:14:00 2021,8813130.0,VAN,2.0,4261.0,PC84FFC9D,PTE,VC965
